pais,continente,anio,esperanza_de_vida,poblacion,pib_per_capita
Estados Unidos,Américas,1972,71.34,209896000,21806.03594
Estados Unidos,Américas,1977,73.38,220239000,24072.63213
Estados Unidos,Américas,1982,74.65,232187835,25009.55914
Estados Unidos,Américas,1987,75.02,242803533,29884.35041
Estados Unidos,Américas,1992,76.09,256894189,32003.93224
Estados Unidos,Américas,1997,76.81,272911760,35767.43303
Estados Unidos,Américas,2002,77.31,287675526,39097.09955
Estados Unidos,Américas,2007,78.242,301139947,42951.65309
Uruguay,Américas,1952,66.071,2252965,5716.766744
Uruguay,Américas,1957,67.044,2424959,6150.772969
Uruguay,Américas,1962,68.253,2598466,5603.357717
Uruguay,Américas,1967,68.468,2748579,5444.61962
Uruguay,Américas,1972,68.673,2829526,5703.408898
Uruguay,Américas,1977,69.481,2873520,6504.339663
Uruguay,Américas,1982,70.805,2953997,6920.223051
Uruguay,Américas,1987,71.918,3045153,7452.398969
Uruguay,Américas,1992,72.752,3149262,8137.004775
Uruguay,Américas,1997,74.223,3262838,9230.240708
Uruguay,Américas,2002,75.307,3363085,7727.002004
Uruguay,Américas,2007,76.384,3447496,10611.46299
Venezuela,Américas,1952,55.088,5439568,7689.799761
Venezuela,Américas,1957,57.907,6702668,9802.466526
Venezuela,Américas,1962,60.77,8143375,8422.974165
Venezuela,Américas,1967,63.479,9709552,9541.474188
Venezuela,Américas,1972,65.712,11515649,10505.25966
Venezuela,Américas,1977,67.456,13503563,13143.95095
Venezuela,Américas,1982,68.557,15620766,11152.41011
Venezuela,Américas,1987,70.19,17910182,9883.584648
Venezuela,Américas,1992,71.15,20265563,10733.92631
Venezuela,Américas,1997,72.146,22374398,10165.49518
Venezuela,Américas,2002,72.766,24287670,8605.047831
Venezuela,Américas,2007,73.747,26084662,11415.80569
Vietnam,Asia,1952,40.412,26246839,605.0664917
Vietnam,Asia,1957,42.887,28998543,676.2854478
Vietnam,Asia,1962,45.363,33796140,772.0491602
Vietnam,Asia,1967,47.838,39463910,637.1232887
Vietnam,Asia,1972,50.254,44655014,699.5016441
Vietnam,Asia,1977,55.764,50533506,713.5371196
Vietnam,Asia,1982,58.816,56142181,707.2357863
Vietnam,Asia,1987,62.82,62826491,820.7994449
Vietnam,Asia,1992,67.662,69940728,989.0231487
Vietnam,Asia,1997,70.672,76048996,1385.896769
Vietnam,Asia,2002,73.017,80908147,1764.456677
Vietnam,Asia,2007,74.249,85262356,2441.576404
Territorios Palestinos,Asia,1952,43.16,1030585,1515.592329
Territorios Palestinos,Asia,1957,45.671,1070439,1827.067742
Territorios Palestinos,Asia,1962,48.127,1133134,2198.956312
Territorios Palestinos,Asia,1967,51.631,1142636,2649.715007
Territorios Palestinos,Asia,1972,56.532,1089572,3133.409277
Territorios Palestinos,Asia,1977,60.765,1261091,3682.831494
Territorios Palestinos,Asia,1982,64.406,1425876,4336.032082
Territorios Palestinos,Asia,1987,67.046,1691210,5107.197384
Territorios Palestinos,Asia,1992,69.718,2104779,6017.654756
Territorios Palestinos,Asia,1997,71.096,2826046,7110.667619
Territorios Palestinos,Asia,2002,72.37,3389578,4515.487575
Territorios Palestinos,Asia,2007,73.422,4018332,3025.349798
Yemen,Asia,1952,32.548,4963829,781.7175761
Yemen,Asia,1957,33.97,5498090,804.8304547
Yemen,Asia,1962,35.18,6120081,825.6232006
Yemen,Asia,1967,36.984,6740785,862.4421463
Yemen,Asia,1972,39.848,7407075,1265.047031
Yemen,Asia,1977,44.175,8403990,1829.765177
Yemen,Asia,1982,49.113,9657618,1977.55701
Yemen,Asia,1987,52.922,11219340,1971.741538
Yemen,Asia,1992,55.599,13367997,1879.496673
Yemen,Asia,1997,58.02,15826497,2117.484526
Yemen,Asia,2002,60.308,18701257,2234.820827
Yemen,Asia,2007,62.698,22211743,2280.769906
Zambia,África,1952,42.038,2672000,1147.388831
Zambia,África,1957,44.077,3016000,1311.956766
Zambia,África,1962,46.023,3421000,1452.725766
Zambia,África,1967,47.768,3900000,1777.077318
Zambia,África,1972,50.107,4506497,1773.498265
Zambia,África,1977,51.386,5216550,1588.688299
Zambia,África,1982,51.821,6100407,1408.678565
Zambia,África,1987,50.821,7272406,1213.315116
Zambia,África,1992,46.1,8381163,1210.884633
Zambia,África,1997,40.238,9417789,1071.353818
Zambia,África,2002,39.193,10595811,1071.613938
Zambia,África,2007,42.384,11746035,1271.211593
Zimbabue,África,1952,48.451,3080907,406.8841148
Zimbabue,África,1957,50.469,3646340,518.7642681
Zimbabue,África,1962,52.358,4277736,527.2721818
Zimbabue,África,1967,53.995,4995432,569.7950712
Zimbabue,África,1972,55.635,5861135,799.3621758
Zimbabue,África,1977,57.674,6642107,685.5876821
Zimbabue,África,1982,60.363,7636524,788.8550411
Zimbabue,África,1987,62.351,9216418,706.1573059
Zimbabue,África,1992,60.377,10704340,693.4207856
Zimbabue,África,1997,46.809,11404948,792.4499603
Zimbabue,África,2002,39.989,11926563,672.0386227
Zimbabue,África,2007,43.487,12311143,469.7092981
